paper_id,title,publication_date,doi,pmid,entity,entity_type,confidence,start,end
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,paracetamol,Chemical,0.9981895089149475,63,74
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,low back pain,Disease,0.9958176016807556,137,150
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,paracetamol,Chemical,0.9983861446380615,283,294
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,low back pain,Disease,0.9954161643981934,348,361
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,paracetamol,Chemical,0.9983804225921631,414,425
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,paracetamol,Chemical,0.9982262253761292,653,664
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,low back pain,Disease,0.9573368430137634,723,736
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,back pain,Disease,0.8098292350769043,783,792
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,paracetamol,Chemical,0.9982782602310181,838,849
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,paracetamol,Chemical,0.9983229041099548,964,975
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,chronic back pain,Disease,0.7214300632476807,990,1007
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,paracetamol,Chemical,0.9977914094924927,1046,1057
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,back pain,Disease,0.9949671030044556,1116,1125
MED-32878493,Paracetamol for low back pain: the state of the research field.,2020,10.1080/17512433.2020.1817738,32878493,low back pain,Disease,0.9955320358276367,1238,1251
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,paracetamol,Chemical,0.9982064962387085,12,23
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,acetaminophen,Chemical,0.9974096417427063,25,38
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,paracetamol,Chemical,0.9980941414833069,52,63
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,acetaminophen,Chemical,0.99834144115448,83,96
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,pain,Disease,0.9943792223930359,208,212
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,fever,Disease,0.9776583909988403,217,222
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,paracetamol,Chemical,0.9980282187461853,319,330
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,paracetamol,Chemical,0.9980043768882751,587,598
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,propacetamol,Chemical,0.9976323843002319,674,686
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,paracetamol,Chemical,0.9979850053787231,802,813
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,propacetamol,Chemical,0.9976545572280884,861,873
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,pain,Disease,0.9937649965286255,904,908
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,pethidine,Chemical,0.9981136322021484,978,987
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,infection,Disease,0.9499151110649109,1125,1134
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,fever,Disease,0.8457135558128357,1143,1148
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,paracetamol,Chemical,0.9979413151741028,1162,1173
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,propacetamol,Chemical,0.9978756308555603,1232,1244
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,paracetamol,Chemical,0.9979242086410522,1299,1310
MED-19192939,Intravenous paracetamol (acetaminophen).,2009,10.2165/00003495-200969010-00007,19192939,paracetamol,Chemical,0.9983408451080322,1487,1498
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,paracetamol,Chemical,0.998478353023529,16,27
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,paracetamol,Chemical,0.9984984397888184,79,90
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,acetaminophen,Chemical,0.9981861710548401,92,105
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,paracetamol,Chemical,0.9985061287879944,190,201
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,hepatotoxicity,Disease,0.9965611100196838,209,223
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,overdose,Disease,0.870586633682251,233,241
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,hepatotoxicity,Disease,0.9959301352500916,242,256
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,toxicity,Disease,0.9923878908157349,369,377
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,overdose,Disease,0.7843058705329895,412,420
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,paracetamol,Chemical,0.9985212683677673,490,501
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,hepatotoxicity,Disease,0.996394693851471,527,541
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,alcohol,Chemical,0.9982547163963318,594,601
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,paracetamol,Chemical,0.9984182119369507,645,656
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,perforations,Disease,0.7519943714141846,852,864
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,ulcer,Disease,0.983031153678894,866,871
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,bleeding,Disease,0.9214479923248291,875,883
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,paracetamol,Chemical,0.9984185695648193,961,972
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,gastrointestinal toxicity,Disease,0.9883203506469727,977,1002
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,chronic renal disease,Disease,0.9921929240226746,1020,1041
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,asthma,Disease,0.9936062097549438,1046,1052
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,paracetamol,Chemical,0.9982327222824097,1196,1207
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,paracetamol,Chemical,0.9982268214225769,1248,1259
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,paracetamol,Chemical,0.9982975125312805,1331,1342
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,paracetamol,Chemical,0.9981951117515564,1381,1392
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,hypersensitivity reactions,Disease,0.88251131772995,1416,1442
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,urticaria,Disease,0.9958899021148682,1462,1471
MED-15733027,Tolerability of paracetamol.,2005,10.2165/00002018-200528030-00004,15733027,paracetamol,Chemical,0.9981095790863037,1502,1513
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,paracetamol,Chemical,0.9983718991279602,10,21
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,paracetamol,Chemical,0.9983696341514587,107,118
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,acetaminophen,Chemical,0.9982150793075562,131,144
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,male infertility,Disease,0.9884843826293945,240,256
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,paracetamol,Chemical,0.9983721375465393,337,348
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,male factor infertility,Disease,0.9817172884941101,379,402
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,paracetamol,Chemical,0.9981864094734192,526,537
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,acetaminophen,Chemical,0.998406708240509,544,557
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,paracetamol,Chemical,0.9984071850776672,639,650
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,paracetamol,Chemical,0.9984057545661926,790,801
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,testosterone,Chemical,0.9972397089004517,844,856
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,nitric oxide,Chemical,0.9774589538574219,942,954
MED-28752572,Effect of paracetamol on semen quality.,2018,10.1111/and.12874,28752572,prostaglandin,Chemical,0.9851458072662354,981,994
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9980477094650269,0,11
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,alcohol,Chemical,0.9974048733711243,13,20
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,alcoholics,Disease,0.8386482000350952,62,72
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9977948665618896,98,109
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,acetaminophen,Chemical,0.9953638315200806,111,124
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,hepatotoxicity,Disease,0.9912630319595337,126,140
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,ethanol,Chemical,0.9979063272476196,296,303
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9978365302085876,356,367
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,liver damage,Disease,0.9911307692527771,452,464
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,alcoholics,Disease,0.9438436031341553,521,531
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,alcoholic,Disease,0.9841976761817932,537,546
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,liver damage,Disease,0.9937199354171753,573,585
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.998134434223175,599,610
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9977412223815918,753,764
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,alcohol,Chemical,0.9961966276168823,765,772
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,liver damage,Disease,0.9860581159591675,795,807
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9979494214057922,856,867
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,alcoholic,Disease,0.9327716827392578,902,911
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9976575374603271,916,927
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,alcohol,Chemical,0.9964566826820374,928,935
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,ethanol,Chemical,0.9978201389312744,978,985
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,ethanol,Chemical,0.9976115226745605,1028,1035
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9924144148826599,1097,1108
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,hepatotoxicity,Disease,0.9904939532279968,1109,1123
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,ethanol,Chemical,0.9977586269378662,1137,1144
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9973713159561157,1231,1242
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,alcohol,Chemical,0.9970209002494812,1269,1276
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.997316300868988,1448,1459
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9979321956634521,1464,1475
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,ethanol,Chemical,0.9973602890968323,1476,1483
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9973155856132507,1657,1668
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,ethanol,Chemical,0.9977526068687439,1682,1689
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9972905516624451,1727,1738
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,liver damage,Disease,0.9934369325637817,1785,1797
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,ethanol,Chemical,0.9975724816322327,1897,1904
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,ethanol,Chemical,0.9980687499046326,1946,1953
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9974809288978577,1958,1969
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9904187321662903,2037,2048
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,hepatotoxicity,Disease,0.9912611842155457,2049,2063
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,alcoholics,Disease,0.8610512018203735,2088,2098
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,alcohol,Chemical,0.9974316954612732,2146,2153
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9921728372573853,2197,2208
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9977265000343323,2285,2296
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,alcohol,Chemical,0.9971557855606079,2494,2501
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,paracetamol,Chemical,0.9937549829483032,2528,2539
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,hepatotoxicity,Disease,0.991854190826416,2540,2554
MED-10759684,"Paracetamol, alcohol and the liver.",2000,10.1046/j.1365-2125.2000.00167.x,10759684,glutathione,Chemical,0.9831304550170898,2584,2595
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,paracetamol,Chemical,0.9984070658683777,22,33
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,hypotension,Disease,0.9964863061904907,42,53
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,paracetamol,Chemical,0.9984495639801025,129,140
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,hypotension,Disease,0.9961788654327393,149,160
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,acetaminophen,Chemical,0.9984111785888672,386,399
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,hypotension,Disease,0.9965234398841858,406,417
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,paracetamol,Chemical,0.997965931892395,453,464
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,propacetamol,Chemical,0.9973688125610352,468,480
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,low blood pressure,Disease,0.9752695560455322,484,502
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,fever,Disease,0.9954409599304199,506,511
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,sepsis,Disease,0.9947898387908936,515,521
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,shock,Disease,0.9951818585395813,529,534
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,paracetamol,Chemical,0.9985175728797913,608,619
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,paracetamol,Chemical,0.9984991550445557,715,726
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,febrile,Disease,0.9520716667175293,883,890
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,critically ill,Disease,0.9297870397567749,891,905
MED-34102027,A narrative review of paracetamol-induced hypotension: Keeping the patient safe.,2022,10.24953/sturkjped.2016.05.016,34102027,paracetamol,Chemical,0.9984903335571289,939,950
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,paracetamol,Chemical,0.99843829870224,0,11
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,asthma,Disease,0.9329938888549805,16,22
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,paracetamol,Chemical,0.9980853796005249,23,34
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,acetaminophen,Chemical,0.9981226325035095,36,49
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,paracetamol,Chemical,0.9984859824180603,222,233
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,asthma,Disease,0.9925073981285095,238,244
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,paracetamol,Chemical,0.9981427192687988,247,258
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,bronchospasm,Disease,0.9943423271179199,282,294
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,asthma,Disease,0.9918072819709778,353,359
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,paracetamol,Chemical,0.9981404542922974,407,418
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,paracetamol,Chemical,0.9973326921463013,419,430
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,bronchospasm,Disease,0.9941747188568115,568,580
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,aspirin,Chemical,0.9976904392242432,586,593
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,paracetamol,Chemical,0.9982629418373108,680,691
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,aspirin,Chemical,0.9984222650527954,724,731
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,paracetamol,Chemical,0.9984422326087952,989,1000
MED-12517240,Paracetamol and asthma.,2003,10.1517/14656566.4.1.13,12517240,asthma,Disease,0.9943550825119019,1046,1052
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,paracetamol,Chemical,0.9983723759651184,0,11
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,paracetamol,Chemical,0.9981473684310913,50,61
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,acetaminophen,Chemical,0.9979494214057922,63,76
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,pain,Disease,0.9944095015525818,148,152
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,fever,Disease,0.9795528054237366,157,162
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,paracetamol,Chemical,0.9981166124343872,341,352
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,paracetamol,Chemical,0.9983313679695129,453,464
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,pain,Disease,0.9944025874137878,494,498
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,fever,Disease,0.987726628780365,502,507
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,fever,Disease,0.9949712753295898,584,589
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,pain,Disease,0.9890018701553345,612,616
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,paracetamol,Chemical,0.9981799125671387,628,639
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,paracetamol,Chemical,0.9978200197219849,774,785
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,toxicity,Disease,0.9957711100578308,786,794
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,overdose,Disease,0.9319345951080322,862,870
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,paracetamol,Chemical,0.9971296191215515,926,937
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,toxicity,Disease,0.9952895641326904,938,946
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,n - acetyl - p - benzo - quinone imine,Chemical,0.9949887990951538,954,984
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,napqi,Chemical,0.9974067211151123,986,991
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,paracetamol,Chemical,0.998123824596405,1017,1028
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,paracetamol,Chemical,0.9980111122131348,1094,1105
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,toxicity,Disease,0.9949973821640015,1261,1269
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,paracetamol,Chemical,0.9983855485916138,1393,1404
MED-24374658,Paracetamol: a focus for the general pediatrician.,2014,10.1007/s00431-013-2239-5,24374658,toxicity,Disease,0.995137631893158,1552,1560
